ESVs,Subject,species,Subject Taxonomy ID,identity,Coverage,evalue,bitscore,Source,Taxonomy
Otu7200,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7201,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,97.5,99,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7202,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7203,Operculina_ammonoides,Operculina_ammonoides,N/A,93.77,94,9.82E-131,455,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7204,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7205,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,97.812,99,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7206,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,97.039,94,2.08E-147,510,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7207,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,96.562,99,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7208,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,94.984,99,1.25E-144,501,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7210,Amphistegina_lobifera,Amphistegina_lobifera,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7211,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,96.508,98,9.54E-151,521,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7212,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,N/A,98.447,99,1.22E-164,568,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7213,Pyrgo_Rik_9347_consensus0_1557,Pyrgo_Rik_9347_consensus0_1557,N/A,86.462,100,1.33E-99,351,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7214,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.594,100,1.23E-154,534,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7215,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,N/A,93.498,100,1.63E-138,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7216,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,95.356,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7217,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7218,Operculina_ammonoides,Operculina_ammonoides,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7219,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,90.615,96,7.80E-117,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7220,Operculina_ammonoides,Operculina_ammonoides,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7221,Peneroplis_Rik_9339_consensus0_2031,Peneroplis_Rik_9339_consensus0_2031,N/A,98.131,100,2.02E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7222,Operculina_ammonoides,Operculina_ammonoides,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7223,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,95.912,98,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7224,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7225,Operculina_ammonoides,Operculina_ammonoides,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7226,Cribrorotalia_sp._17611,Cribrorotalia_sp._17611,N/A,95.975,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7227,Operculina_ammonoides,Operculina_ammonoides,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7228,Operculina_ammonoides,Operculina_ammonoides,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7230,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,91.438,91,4.66E-114,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7231,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7232,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,90.062,99,1.30E-119,418,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7233,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7234,Rosalina_sp._17595,Rosalina_sp._17595,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7236,Haynesina_germanica_18209,Haynesina_germanica_18209,N/A,94.62,98,2.71E-141,490,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7237,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7238,Peneroplis_Rik_9339_consensus0_2031,Peneroplis_Rik_9339_consensus0_2031,N/A,90.031,99,2.18E-117,411,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7239,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,N/A,94.704,100,4.47E-144,499,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7240,Heterocyclina_Rik_9437_consensus8_526,Heterocyclina_Rik_9437_consensus8_526,N/A,97.523,100,1.23E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7242,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7244,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7245,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,86.792,98,1.03E-100,355,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7246,Nummulites_venosus,Nummulites_venosus,N/A,96.226,98,9.60E-151,521,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7247,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,92.466,91,4.63E-119,416,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7249,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7250,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.205,99,5.70E-158,545,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7251,Glabratella_sp._17918,Glabratella_sp._17918,N/A,90.712,100,1.67E-123,431,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7252,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,95.253,98,1.25E-144,501,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7253,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,92.79,99,5.90E-133,462,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7254,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,95.886,98,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7255,Amphistegina_lessonii,Amphistegina_lessonii,N/A,93.458,99,7.58E-137,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7256,Operculina_heterosteginoides,Operculina_heterosteginoides,N/A,94.025,98,1.62E-138,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7257,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,94.154,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7258,Textularid_Rik_9397_consensus3_750,Textularid_Rik_9397_consensus3_750,N/A,92.547,99,5.90E-133,462,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7259,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.196,100,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7260,Cribrorotalia_sp._17611,Cribrorotalia_sp._17611,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7263,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,93.73,98,7.58E-137,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7264,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7265,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,96.885,100,9.47E-156,538,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7266,Amphistegina_lessonii,Amphistegina_lessonii,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7267,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,96.605,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7268,Calcarina_sp._5165_Spermonde,Calcarina_sp._5165_Spermonde,N/A,97.812,99,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7269,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,95.988,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7270,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,N/A,95.016,100,9.61E-146,505,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7271,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7272,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7274,Amphistegina_lobifera,Amphistegina_lobifera,N/A,94.118,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7275,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7276,Cribrorotalia_sp._17611,Cribrorotalia_sp._17611,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7277,Amphistegina_lobifera,Amphistegina_lobifera,N/A,93.189,100,7.58E-137,475,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7278,Amphistegina_lobifera,Amphistegina_lobifera,N/A,93.808,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7279,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,97.742,96,4.44E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7280,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,95.765,95,2.09E-142,494,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7281,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,93.478,99,5.86E-138,479,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7282,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,99.007,94,7.32E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7283,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,95.652,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7284,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,89.937,99,7.75E-117,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7285,Amphistegina_lessonii,Amphistegina_lessonii,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7286,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,99.01,94,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7287,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7288,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7289,Textularid_Rik_9399_consensus0_1584,Textularid_Rik_9399_consensus0_1584,N/A,80.745,98,8.37E-67,243,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7290,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7291,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,N/A,96.308,100,4.47E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7292,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,94.136,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7293,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7294,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7295,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.143,98,4.41E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7296,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7297,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,95.062,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7298,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7299,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7300,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7301,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,89.308,99,1.68E-113,398,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7302,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7303,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7304,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,95.679,99,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7305,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,95.912,98,4.47E-149,516,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7306,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,93.711,98,2.11E-137,477,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7307,Amphistegina_lessonii,Amphistegina_lessonii,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7308,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.25,99,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7309,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,94.172,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7310,Rosalina_sp._17595,Rosalina_sp._17595,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7311,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,N/A,98.447,99,1.22E-164,568,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7312,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,97.196,100,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7313,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,95.062,99,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7314,Amphistegina_lessonii_5174,Amphistegina_lessonii_5174,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7315,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,98.765,100,7.27E-167,575,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7316,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,N/A,94.118,99,2.71E-141,490,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7317,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7318,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7319,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,96.562,99,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7320,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7321,Amphistegina_lessonii,Amphistegina_lessonii,N/A,97.523,99,1.23E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7322,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7323,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,96.875,99,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7324,Amphistegina_lobifera,Amphistegina_lobifera,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7325,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,97.205,99,5.70E-158,545,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7326,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,86.378,100,3.71E-100,353,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7327,Amphistegina_lobifera,Amphistegina_lobifera,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7328,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,96.562,99,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7329,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7330,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7331,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,95.327,100,2.07E-147,510,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7332,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,96.25,99,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7333,Elphidium_williamsoni_13170,Elphidium_williamsoni_13170,N/A,93.865,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7334,Operculina_heterosteginoides,Operculina_heterosteginoides,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7335,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,95.963,99,2.67E-151,523,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7336,Planostegina_Rik_9444_consensus12_47,Planostegina_Rik_9444_consensus12_47,N/A,96.594,100,1.23E-154,534,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
